id,text,true_label,predicted_label,match,stage,confidence,reason,prob_NORMAL,pass_NORMAL,prob_ABUSIVE,pass_ABUSIVE,prob_PROMPT_ATTACK,pass_PROMPT_ATTACK,prob_SPAM,pass_SPAM
147,你的訂單異常，請點此連結登入確認：www.fake-support.com,SPAM,SPAM,1,RULE,0.92,rule:(點我|點此|點下方|點擊鏈接),0.0,False,0.0,False,0.0,False,1.0,False
148,【補償通知】你已獲得補償金，請回覆帳號密碼以領取。,SPAM,SPAM,1,ML,0.999854,ovr SPAM passed threshold,0.000477,False,8.2e-05,False,0.000156,False,0.999854,True
149,客服人員需要你提供信用卡完整卡號才能完成退款。,SPAM,UNCERTAIN,0,UNCERTAIN,0.010239,no stage produced a confident prediction,0.000569,False,0.000112,False,0.000241,False,0.010239,False
150,請加 Line 私訊我，我教你快速退款處理。,SPAM,SPAM,1,ML,0.999831,ovr SPAM passed threshold,0.000305,False,7.2e-05,False,0.000127,False,0.999831,True
151,你中獎了！點擊連結驗證身份：www.fake.verify,SPAM,SPAM,1,ML,0.999864,ovr SPAM passed threshold,0.000264,False,0.000109,False,0.000165,False,0.999864,True
152,系統升級需要重新登入，請到這裡輸入帳密：http://short.link/abc,SPAM,SPAM,1,RULE,0.99,rule:non_whitelist_url:short.link,0.0,False,0.0,False,0.0,False,1.0,False
153,【緊急】你的帳號將被停用，立即輸入驗證碼避免鎖定。,SPAM,SPAM,1,RULE,0.92,"rule:(立刻|立即|現在就|馬上).{0,10}(點擊|連結|領取|輸入|填寫|掃描)",0.0,False,0.0,False,0.0,False,1.0,False
154,我們是維修中心，先轉帳訂金才能安排取件。,SPAM,SPAM,1,RULE,0.92,"rule:(匯款|轉帳).{0,10}(才能|之後|再幫)",0.0,False,0.0,False,0.0,False,1.0,False
155,你的保固即將到期，點此付款延長保固：www.fake-pay.com,SPAM,SPAM,1,RULE,0.92,rule:(點我|點此|點下方|點擊鏈接),0.0,False,0.0,False,0.0,False,1.0,False
156,為了確認是你本人，請提供你的密碼（只要最後四碼）。,SPAM,PROMPT_ATTACK,0,ML,0.91731,ovr PROMPT_ATTACK passed threshold,0.000392,False,7.9e-05,False,0.91731,True,0.003742,False
157,你有一筆退費待領取，請提供銀行帳戶與身分證字號。,SPAM,SPAM,1,ML,0.999762,ovr SPAM passed threshold,0.000415,False,8e-05,False,0.000175,False,0.999762,True
158,掃描 QR code 加入客服群組，客服會教你操作。,SPAM,SPAM,1,ML,0.999846,ovr SPAM passed threshold,0.00033,False,7.4e-05,False,0.000159,False,0.999846,True
159,下載這個安裝檔就能解決連線問題：http://fake.apk,SPAM,SPAM,1,RULE,0.99,rule:non_whitelist_url:fake.apk,0.0,False,0.0,False,0.0,False,1.0,False
160,你已符合免費換新資格，請先支付運費到指定帳戶。,SPAM,SPAM,1,ML,0.999756,ovr SPAM passed threshold,0.000463,False,8.3e-05,False,0.000183,False,0.999756,True
161,請提供你收到的簡訊截圖與驗證碼，我才能幫你處理。,SPAM,SPAM,1,RULE,0.92,"rule:(提供|傳給|告訴).{0,10}(驗證碼|OTP|簡訊碼)",0.0,False,0.0,False,0.0,False,1.0,False
162,我們可以私下處理，不用走官方流程，加我 WhatsApp。,SPAM,SPAM,1,RULE,0.92,rule:(私訊|加我).*(line|wechat|tg|telegram|whatsapp),0.0,False,0.0,False,0.0,False,1.0,False
163,為了加速處理，請把你的登入帳號與密碼傳給我。,SPAM,SPAM,1,RULE,0.92,"rule:(登入|帳號).{0,5}(密碼|資訊).{0,15}(提供|傳|給我)",0.0,False,0.0,False,0.0,False,1.0,False
164,點擊此連結更新韌體：http://fake-firmware.com,SPAM,SPAM,1,RULE,0.99,rule:non_whitelist_url:fake-firmware.com,0.0,False,0.0,False,0.0,False,1.0,False
165,恭喜你獲得折扣碼，點此登入領取：www.fake-coupon.com,SPAM,SPAM,1,RULE,0.92,rule:(點我|點此|點下方|點擊鏈接),0.0,False,0.0,False,0.0,False,1.0,False
166,【客服】請回覆你的收件地址與電話，我們要寄補償品。,SPAM,UNCERTAIN,0,UNCERTAIN,0.012229,no stage produced a confident prediction,0.000531,False,7.7e-05,False,0.000147,False,0.012229,False
167,退款需要先做『風險驗證』，請提供一次性驗證碼。,SPAM,SPAM,1,RULE,0.92,"rule:(提供|傳給|告訴).{0,10}(驗證碼|OTP|簡訊碼)",0.0,False,0.0,False,0.0,False,1.0,False
168,你的訂單被海關扣留，先匯款處理費才能放行。,SPAM,SPAM,1,RULE,0.92,"rule:(匯款|轉帳).{0,10}(才能|之後|再幫)",0.0,False,0.0,False,0.0,False,1.0,False
169,你有未完成的支付，點此完成付款避免取消訂單：www.fake-checkout.com,SPAM,SPAM,1,RULE,0.92,rule:(點我|點此|點下方|點擊鏈接),0.0,False,0.0,False,0.0,False,1.0,False
170,客服專員可遠端協助，請安裝這個遠端控制 App。,SPAM,SPAM,1,RULE,0.92,"rule:(遠端|遠程).{0,5}(控制|協助|安裝)",0.0,False,0.0,False,0.0,False,1.0,False
171,我們是官方人員，請提供你的 Apple ID/Google 帳密以完成綁定。,SPAM,SPAM,1,ML,0.999647,ovr SPAM passed threshold,0.000341,False,7.4e-05,False,0.001455,False,0.999647,True
172,要領補償請先填表，輸入你的卡號與 CVV。,SPAM,SPAM,1,ML,0.999613,ovr SPAM passed threshold,0.000357,False,7.7e-05,False,0.000157,False,0.999613,True
173,你的裝置序號需要『重新註冊』，請到此網站輸入帳密。,SPAM,SPAM,1,ML,0.986979,ovr SPAM passed threshold,0.000397,False,8e-05,False,0.000409,False,0.986979,True
174,【限時】不立刻驗證就會失去保固資格，請回覆 OTP。,SPAM,SPAM,1,ML,0.99982,ovr SPAM passed threshold,0.00034,False,8.2e-05,False,0.000147,False,0.99982,True
175,請把你收到的驗證碼告訴我，我才能幫你取消訂單。,SPAM,SPAM,1,RULE,0.92,"rule:(驗證碼|OTP|簡訊碼|一次性密碼).{0,20}(告訴|傳|提供|回覆|給我)",0.0,False,0.0,False,0.0,False,1.0,False
176,退貨取件要先付保證金，匯款後我幫你安排。,SPAM,SPAM,1,RULE,0.92,"rule:(保證金|訂金|處理費).{0,10}(匯款|轉帳|先付)",0.0,False,0.0,False,0.0,False,1.0,False
177,我們會提供更快的處理，前提是你先轉帳手續費。,SPAM,SPAM,1,ML,0.970795,ovr SPAM passed threshold,0.000544,False,0.000118,False,0.000193,False,0.970795,True
178,點此加入投資群，教你快速致富（順便領補償）。,SPAM,SPAM,1,RULE,0.92,rule:(點我|點此|點下方|點擊鏈接),0.0,False,0.0,False,0.0,False,1.0,False
179,你的帳戶異常登入，請點連結驗證並輸入密碼：www.fake-secure.com,SPAM,SPAM,1,ML,0.999811,ovr SPAM passed threshold,0.000229,False,8.4e-05,False,0.000218,False,0.999811,True
180,客服要核對資料，請提供身分證號與銀行帳號。,SPAM,SPAM,1,ML,0.940334,ovr SPAM passed threshold,0.000798,False,9.2e-05,False,0.000177,False,0.940334,True
181,【官方】請提供你的 e-mail 密碼，我們幫你查訂單。,SPAM,SPAM,1,ML,0.999804,ovr SPAM passed threshold,0.000482,False,8e-05,False,0.000148,False,0.999804,True
182,我們可以幫你插隊維修，先付加急費到指定帳戶。,SPAM,SPAM,1,ML,0.998555,ovr SPAM passed threshold,0.000403,False,0.000104,False,0.00015,False,0.998555,True
183,你的退款已核准，請點此輸入 OTP 以入帳：www.fake-refund.com,SPAM,SPAM,1,RULE,0.92,rule:(點我|點此|點下方|點擊鏈接),0.0,False,0.0,False,0.0,False,1.0,False
184,請回覆你的信用卡照片（正反面）才能完成驗證。,SPAM,SPAM,1,ML,0.986069,ovr SPAM passed threshold,0.000421,False,8.8e-05,False,0.032019,False,0.986069,True
185,你已被選為體驗官，點此登入填資料領免費商品：www.fake-trial.com,SPAM,SPAM,1,RULE,0.92,rule:(點我|點此|點下方|點擊鏈接),0.0,False,0.0,False,0.0,False,1.0,False
186,客服要你提供螢幕解鎖密碼，才能遠端幫你操作。,SPAM,UNCERTAIN,0,UNCERTAIN,0.000445,no stage produced a confident prediction,0.00039,False,9.9e-05,False,0.000179,False,0.000445,False
187,請把驗證碼傳來，我幫你把裝置綁定到新手機。,SPAM,SPAM,1,RULE,0.92,"rule:(驗證碼|OTP|簡訊碼|一次性密碼).{0,20}(告訴|傳|提供|回覆|給我)",0.0,False,0.0,False,0.0,False,1.0,False
188,我們是物流，請付清關費並提供卡號才能送達。,SPAM,SPAM,1,ML,0.999023,ovr SPAM passed threshold,0.00329,False,9.1e-05,False,0.000164,False,0.999023,True
189,為了避免退貨失敗，請先加我 Telegram 我一步步教你。,SPAM,SPAM,1,RULE,0.92,rule:(私訊|加我).*(line|wechat|tg|telegram|whatsapp),0.0,False,0.0,False,0.0,False,1.0,False
190,你的帳號將被永久停用，請立即提供驗證碼解除。,SPAM,SPAM,1,RULE,0.92,"rule:(提供|傳給|告訴).{0,10}(驗證碼|OTP|簡訊碼)",0.0,False,0.0,False,0.0,False,1.0,False
191,點此填寫問卷領現金回饋：www.fake-survey-pay.com,SPAM,SPAM,1,RULE,0.92,rule:(點我|點此|點下方|點擊鏈接),0.0,False,0.0,False,0.0,False,1.0,False
192,我們是客服主管，授權你走快速通道，先把 OTP 給我。,SPAM,SPAM,1,RULE,0.92,"rule:(驗證碼|OTP|簡訊碼|一次性密碼).{0,20}(告訴|傳|提供|回覆|給我)",0.0,False,0.0,False,0.0,False,1.0,False
193,你有一筆補償待領，請提供銀行帳戶密碼（只要一次）。,SPAM,SPAM,1,ML,0.999154,ovr SPAM passed threshold,0.000403,False,8.2e-05,False,0.000275,False,0.999154,True
194,客服會寄你『修復工具』，下載後照做就好：http://fake-tool.exe,SPAM,SPAM,1,RULE,0.99,rule:non_whitelist_url:fake-tool.exe,0.0,False,0.0,False,0.0,False,1.0,False
195,為了核對身份，請提供你的生日、地址、電話。,SPAM,UNCERTAIN,0,UNCERTAIN,0.096124,no stage produced a confident prediction,0.000748,False,7.3e-05,False,0.00133,False,0.096124,False
196,你的裝置需要重新驗證，請提供你收到的簡訊驗證碼。,SPAM,SPAM,1,RULE,0.92,"rule:(提供|傳給|告訴).{0,10}(驗證碼|OTP|簡訊碼)",0.0,False,0.0,False,0.0,False,1.0,False
197,點此登入會員中心領取延長保固：www.fake-member.com,SPAM,SPAM,1,RULE,0.92,rule:(加入我們|加入群組|掃描二維碼|掃碼|掃描QR|加群|入群|入會).*,0.0,False,0.0,False,0.0,False,1.0,False
198,你符合免費換新，但要先付運費與保險費到指定帳戶。,SPAM,SPAM,1,ML,0.999451,ovr SPAM passed threshold,0.000517,False,8.5e-05,False,0.000157,False,0.999451,True
199,客服要確認款項，請提供你的網銀登入資訊。,SPAM,SPAM,1,RULE,0.92,"rule:(Apple ID|Google 帳|網銀|帳密).{0,10}(密碼|登入|提供)",0.0,False,0.0,False,0.0,False,1.0,False
200,請把這個連結轉給朋友一起領補償：www.fake-referral.com,SPAM,SPAM,1,ML,0.999855,ovr SPAM passed threshold,0.000251,False,8.6e-05,False,0.000171,False,0.999855,True
